team_a,team_b,is_knockout,neutral_venue,elo_diff,elo_official_diff,fifa_rank_diff,form5_win_rate_diff,form10_win_rate_diff,form10_gd_diff,form10_gf_diff,avg_overall_diff,max_overall_diff,market_value_diff,avg_market_value_diff,h2h_played,h2h_win_rate_a,h2h_wc_played,h2h_wc_win_rate_a,shootout_win_rate_a,shootout_win_rate_b,shootout_win_rate_diff,avg_caps_diff,elo_a,elo_b,fifa_rank_a,fifa_rank_b,avg_overall_a,avg_overall_b,form10_wr_a,form10_wr_b,strength_score_a,strength_score_b,strength_score_diff,target,home_score,away_score,match_date,tournament
Haiti,Poland,0,1,-90.6,-154.9,-57,-0.2,-0.3,-1.4,-0.6,-13.3,-16.0,54850000.0,2109615.0,2,0.5,0,0.333,0.5,0.75,-0.25,24.7,1594.3,1684.9,83,26,65.4,78.7,0.3,0.6,0.4813,0.5929,-0.1117,0,0,7,1974-06-19,FIFA World Cup
Netherlands,Sweden,0,1,297.9,165.0,17,0.0,0.4,3.2,1.8,4.8,2.0,348125000.0,13389423.0,15,0.467,0,0.333,0.2,0.667,-0.467,13.3,2037.2,1739.3,8,25,83.9,79.1,0.7,0.3,0.7861,0.5816,0.2045,1,0,0,1974-06-19,FIFA World Cup
Australia,Chile,0,1,196.1,74.5,13,0.8,0.5,2.0,1.3,-2.9,-2.0,80750000.0,3105769.0,0,0.333,0,0.333,0.625,0.5,0.125,28.9,1911.6,1715.5,27,40,71.6,74.5,0.6,0.1,0.624,0.4635,0.1605,1,0,0,1974-06-22,FIFA World Cup
DR Congo,Brazil,0,1,-283.0,-360.0,-55,-0.2,0.0,-0.2,-0.5,-10.4,-7.0,-780800000.0,-30030769.0,0,0.333,0,0.333,0.625,0.562,0.063,-4.8,1797.1,2080.1,61,6,74.9,85.3,0.5,0.5,0.597,0.7692,-0.1722,0,0,3,1974-06-22,FIFA World Cup
Germany,German DR,0,0,422.6,360.4,90,0.6,0.2,1.8,1.3,9.8,9.0,947000000.0,36423077.0,0,0.333,0,0.333,0.75,0.5,0.25,33.1,2032.2,1609.6,10,100,84.8,75.0,0.7,0.5,0.813,0.5477,0.2653,0,0,1,1974-06-22,FIFA World Cup
Scotland,Yugoslavia,0,1,-137.1,-194.9,-23,-0.4,-0.3,-2.1,-1.2,2.4,5.0,128650000.0,4948077.0,4,0.25,1,0.0,1.0,0.0,1.0,38.0,1777.8,1914.9,39,16,77.4,75.0,0.5,0.8,0.597,0.6713,-0.0743,1,1,1,1974-06-22,FIFA World Cup
Argentina,Haiti,0,1,612.7,620.0,82,0.2,0.4,1.9,0.5,18.7,16.0,752650000.0,28948077.0,0,0.333,0,0.333,0.652,0.5,0.152,24.0,2207.0,1594.3,1,83,84.1,65.4,0.7,0.3,0.8207,0.4813,0.3394,2,4,1,1974-06-23,FIFA World Cup
Bulgaria,Netherlands,0,1,-639.0,-581.8,-74,-0.4,-0.5,-4.4,-2.7,-14.9,-13.0,-754200000.0,-29007692.0,4,0.5,0,0.333,1.0,0.2,0.8,-33.7,1398.2,2037.2,82,8,69.0,83.9,0.2,0.7,0.4258,0.7861,-0.3603,0,1,4,1974-06-23,FIFA World Cup
Poland,Italy,0,1,-147.9,-147.9,-16,0.0,-0.1,-0.4,-0.6,-5.7,-1.0,0.0,0.0,2,0.0,0,0.333,0.75,0.467,0.283,0.0,1684.9,1832.8,26,10,78.7,84.4,0.6,0.7,0.5929,0.6541,-0.0612,2,2,1,1974-06-23,FIFA World Cup
Sweden,Uruguay,0,1,-152.2,-145.0,-9,0.2,0.0,-0.8,0.4,-1.2,-1.0,46775000.0,1799038.0,2,0.5,2,0.5,0.667,0.529,0.138,-15.8,1739.3,1891.5,25,16,79.1,80.3,0.3,0.3,0.5816,0.6023,-0.0206,2,3,0,1974-06-23,FIFA World Cup
Brazil,German DR,0,1,470.5,420.4,94,0.2,0.0,0.8,0.2,10.3,9.0,928200000.0,35700000.0,0,0.333,0,0.333,0.562,0.5,0.062,35.8,2080.1,1609.6,6,100,85.3,75.0,0.5,0.5,0.7692,0.5477,0.2215,2,1,0,1974-06-26,FIFA World Cup
Germany,Yugoslavia,0,0,117.3,55.1,6,0.2,-0.1,-0.4,0.0,9.8,9.0,947000000.0,36423077.0,17,0.529,3,0.667,0.75,0.0,0.75,33.1,2032.2,1914.9,10,16,84.8,75.0,0.7,0.8,0.813,0.6713,0.1417,2,2,0,1974-06-26,FIFA World Cup
Netherlands,Argentina,0,1,-169.8,-170.0,-7,0.0,0.0,1.5,1.7,-0.2,2.0,-53300000.0,-2050000.0,1,1.0,0,0.333,0.2,0.652,-0.452,-15.0,2037.2,2207.0,8,1,83.9,84.1,0.7,0.7,0.7861,0.8207,-0.0346,2,4,0,1974-06-26,FIFA World Cup
Sweden,Poland,0,1,54.4,130.1,1,0.0,-0.3,-1.2,-0.2,0.4,0.0,406075000.0,15618269.0,13,0.385,0,0.333,0.667,0.75,-0.083,20.4,1739.3,1684.9,25,26,79.1,78.7,0.3,0.6,0.5816,0.5929,-0.0113,0,0,1,1974-06-26,FIFA World Cup
Argentina,Brazil,0,1,126.9,120.0,5,0.0,0.2,0.5,0.2,-1.2,-1.0,-120700000.0,-4642308.0,54,0.481,0,0.333,0.652,0.562,0.09,12.9,2207.0,2080.1,1,6,84.1,85.3,0.7,0.5,0.8207,0.7692,0.0514,0,1,2,1974-06-30,FIFA World Cup
German DR,Netherlands,0,1,-427.6,-370.4,-92,-0.2,-0.2,-2.8,-2.1,-8.9,-10.0,-754200000.0,-29007692.0,5,0.4,0,0.333,0.5,0.2,0.3,-33.7,1609.6,2037.2,100,8,75.0,83.9,0.5,0.7,0.5477,0.7861,-0.2384,0,0,2,1974-06-30,FIFA World Cup
Germany,Sweden,0,0,292.9,155.0,15,0.4,0.4,2.2,1.0,5.7,1.0,540925000.0,20804808.0,23,0.348,2,0.5,0.75,0.667,0.083,12.7,2032.2,1739.3,10,25,84.8,79.1,0.7,0.3,0.813,0.5816,0.2314,2,4,2,1974-06-30,FIFA World Cup
Poland,Yugoslavia,0,1,-230.0,-230.0,-10,-0.2,-0.2,-1.4,-0.8,3.7,8.0,0.0,0.0,16,0.312,0,0.333,0.75,0.0,0.75,0.0,1684.9,1914.9,26,16,78.7,75.0,0.6,0.8,0.5929,0.6713,-0.0784,2,2,1,1974-06-30,FIFA World Cup
Argentina,German DR,0,1,597.4,540.4,99,0.2,0.2,1.3,0.4,9.1,8.0,807500000.0,31057692.0,0,0.333,0,0.333,0.652,0.5,0.152,48.7,2207.0,1609.6,1,100,84.1,75.0,0.7,0.5,0.8207,0.5477,0.2729,1,1,1,1974-07-03,FIFA World Cup
Germany,Poland,0,0,347.3,285.1,16,0.4,0.1,1.0,0.8,6.1,1.0,947000000.0,36423077.0,9,0.667,0,0.333,0.75,0.75,0.0,33.1,2032.2,1684.9,10,26,84.8,78.7,0.7,0.6,0.813,0.5929,0.2201,2,1,0,1974-07-03,FIFA World Cup
Netherlands,Brazil,0,1,-42.9,-50.0,-2,0.0,0.2,2.0,1.9,-1.4,1.0,-174000000.0,-6692308.0,1,1.0,0,0.333,0.2,0.562,-0.362,-2.1,2037.2,2080.1,8,6,83.9,85.3,0.7,0.5,0.7861,0.7692,0.0169,2,2,0,1974-07-03,FIFA World Cup
Sweden,Yugoslavia,0,1,-175.6,-99.9,-9,-0.2,-0.5,-2.6,-1.0,4.1,8.0,406075000.0,15618269.0,6,0.167,0,0.333,0.667,0.0,0.667,20.4,1739.3,1914.9,25,16,79.1,75.0,0.3,0.8,0.5816,0.6713,-0.0897,2,2,1,1974-07-03,FIFA World Cup
Brazil,Poland,0,1,395.2,345.1,20,0.0,-0.1,0.0,-0.3,6.6,1.0,928200000.0,35700000.0,4,1.0,1,1.0,0.562,0.75,-0.188,35.8,2080.1,1684.9,6,26,85.3,78.7,0.5,0.6,0.7692,0.5929,0.1763,0,0,1,1974-07-06,FIFA World Cup
Germany,Netherlands,0,0,-5.0,-10.0,-2,0.4,0.0,-1.0,-0.8,0.9,-1.0,192800000.0,7415385.0,19,0.368,0,0.333,0.75,0.2,0.55,-0.7,2032.2,2037.2,10,8,84.8,83.9,0.7,0.7,0.813,0.7861,0.0269,2,2,1,1974-07-07,FIFA World Cup
Germany,Poland,0,1,347.3,285.1,16,0.4,0.1,1.0,0.8,6.1,1.0,947000000.0,36423077.0,10,0.7,1,1.0,0.75,0.75,0.0,33.1,2032.2,1684.9,10,26,84.8,78.7,0.7,0.6,0.813,0.5929,0.2201,1,0,0,1978-06-01,FIFA World Cup
Argentina,Hungary,0,0,521.2,464.2,26,0.2,0.5,2.0,0.4,8.3,3.0,807500000.0,31057692.0,3,0.333,1,0.0,0.652,1.0,-0.348,48.7,2207.0,1685.8,1,27,84.1,75.8,0.7,0.2,0.8207,0.4866,0.334,2,2,1,1978-06-02,FIFA World Cup
France,Italy,0,1,340.4,267.2,7,0.2,0.1,0.7,0.4,1.7,2.0,1523000000.0,58576923.0,26,0.154,1,0.0,0.455,0.467,-0.012,31.4,2173.2,1832.8,3,10,86.1,84.4,0.8,0.7,0.9401,0.6541,0.286,0,1,2,1978-06-02,FIFA World Cup
Mexico,Tunisia,0,1,404.4,100.0,31,0.6,0.1,0.1,-1.0,2.0,0.0,125850000.0,4840385.0,0,0.333,0,0.333,0.5,0.538,-0.038,24.7,1959.7,1555.3,14,45,73.7,71.7,0.6,0.5,0.6511,0.5406,0.1106,0,1,3,1978-06-02,FIFA World Cup
Austria,Spain,0,1,-373.8,-290.0,-22,-0.2,0.0,-0.6,-0.7,-7.5,-8.0,-978200000.0,-37623077.0,5,0.4,0,0.333,0.0,0.5,-0.5,10.1,1846.0,2219.8,24,2,78.3,85.8,0.7,0.7,0.6753,0.8819,-0.2066,2,2,1,1978-06-03,FIFA World Cup
Brazil,Sweden,0,1,340.8,215.0,19,0.0,0.2,1.2,-0.1,6.2,1.0,522125000.0,20081731.0,6,0.833,3,1.0,0.562,0.667,-0.105,15.4,2080.1,1739.3,6,25,85.3,79.1,0.5,0.3,0.7692,0.5816,0.1876,1,1,1,1978-06-03,FIFA World Cup
Iran,Netherlands,0,1,-162.0,-160.0,-12,-0.4,-0.2,-1.8,-1.5,-12.9,-12.0,-723650000.0,-27832692.0,0,0.333,0,0.333,0.435,0.2,0.235,12.1,1875.2,2037.2,20,8,71.0,83.9,0.5,0.7,0.5852,0.7861,-0.2009,0,0,3,1978-06-03,FIFA World Cup
Peru,Scotland,0,1,-38.6,19.2,8,-0.4,-0.3,-0.7,-1.0,-5.1,-10.0,-128650000.0,-4948077.0,1,0.0,0,0.333,0.4,1.0,-0.6,-38.0,1739.2,1777.8,31,39,72.3,77.4,0.2,0.5,0.4874,0.597,-0.1096,2,3,1,1978-06-03,FIFA World Cup
Argentina,France,0,0,33.8,50.0,2,-0.2,-0.1,-0.6,-1.1,-2.0,-3.0,-715500000.0,-27519231.0,7,0.429,1,1.0,0.652,0.455,0.197,17.3,2207.0,2173.2,1,3,84.1,86.1,0.7,0.8,0.8207,0.9401,-0.1195,2,2,1,1978-06-06,FIFA World Cup
Germany,Mexico,0,1,72.5,160.0,4,0.4,0.1,1.0,1.5,11.1,9.0,755150000.0,29044231.0,3,0.333,0,0.333,0.75,0.5,0.25,-14.5,2032.2,1959.7,10,14,84.8,73.7,0.7,0.6,0.813,0.6511,0.1619,2,6,0,1978-06-06,FIFA World Cup
Hungary,Italy,0,1,-147.0,-147.0,-17,-0.2,-0.5,-1.9,-1.1,-8.6,-4.0,0.0,0.0,24,0.25,1,0.0,1.0,0.467,0.533,0.0,1685.8,1832.8,27,10,75.8,84.4,0.2,0.7,0.4866,0.6541,-0.1675,0,1,3,1978-06-06,FIFA World Cup
Poland,Tunisia,0,1,129.6,-25.1,19,0.6,0.1,0.1,-0.3,7.0,8.0,-66000000.0,-2538462.0,0,0.333,0,0.333,0.75,0.538,0.212,-22.9,1684.9,1555.3,26,45,78.7,71.7,0.6,0.5,0.5929,0.5406,0.0524,2,1,0,1978-06-06,FIFA World Cup
Austria,Sweden,0,1,106.7,15.0,1,-0.2,0.4,2.3,0.9,-0.8,-6.0,-161475000.0,-6210577.0,21,0.524,0,0.333,0.0,0.667,-0.667,18.8,1846.0,1739.3,24,25,78.3,79.1,0.7,0.3,0.6753,0.5816,0.0937,2,1,0,1978-06-07,FIFA World Cup
Brazil,Spain,0,1,-139.7,-90.0,-4,0.0,-0.2,-1.7,-1.7,-0.5,-1.0,-294600000.0,-11330769.0,3,0.667,3,0.667,0.562,0.5,0.062,6.7,2080.1,2219.8,6,2,85.3,85.8,0.5,0.7,0.7692,0.8819,-0.1126,1,0,0,1978-06-07,FIFA World Cup
Iran,Scotland,0,1,97.4,100.0,19,-0.2,0.0,0.9,0.5,-6.4,-7.0,-98100000.0,-3773077.0,0,0.333,0,0.333,0.435,1.0,-0.565,7.8,1875.2,1777.8,20,39,71.0,77.4,0.5,0.5,0.5852,0.597,-0.0118,1,1,1,1978-06-07,FIFA World Cup
Netherlands,Peru,0,1,298.0,240.8,23,0.6,0.5,3.4,3.0,11.6,15.0,754200000.0,29007692.0,1,1.0,0,0.333,0.2,0.4,-0.2,33.7,2037.2,1739.2,8,31,83.9,72.3,0.7,0.2,0.7861,0.4874,0.2987,1,0,0,1978-06-07,FIFA World Cup
Argentina,Italy,0,0,374.2,317.2,9,0.0,0.0,0.1,-0.7,-0.3,-1.0,807500000.0,31057692.0,5,0.2,1,0.0,0.652,0.467,0.185,48.7,2207.0,1832.8,1,10,84.1,84.4,0.7,0.7,0.8207,0.6541,0.1665,0,0,1,1978-06-10,FIFA World Cup
France,Hungary,0,1,487.4,414.2,24,0.4,0.6,2.6,1.5,10.3,6.0,1523000000.0,58576923.0,18,0.167,0,0.333,0.455,1.0,-0.545,31.4,2173.2,1685.8,3,27,86.1,75.8,0.8,0.2,0.9401,0.4866,0.4535,2,3,1,1978-06-10,FIFA World Cup
Germany,Tunisia,0,1,476.9,260.0,35,1.0,0.2,1.1,0.5,13.1,9.0,881000000.0,33884615.0,0,0.333,0,0.333,0.75,0.538,0.212,10.2,2032.2,1555.3,10,45,84.8,71.7,0.7,0.5,0.813,0.5406,0.2724,1,0,0,1978-06-10,FIFA World Cup
Mexico,Poland,0,1,274.8,125.1,12,0.0,0.0,0.0,-0.7,-5.0,-8.0,191850000.0,7378846.0,2,0.0,0,0.333,0.5,0.75,-0.25,47.6,1959.7,1684.9,14,26,73.7,78.7,0.6,0.6,0.6511,0.5929,0.0582,0,1,3,1978-06-10,FIFA World Cup
Austria,Brazil,0,1,-234.1,-200.0,-18,-0.2,0.2,1.1,1.0,-7.0,-7.0,-683600000.0,-26292308.0,6,0.0,1,0.0,0.0,0.562,-0.562,3.4,1846.0,2080.1,24,6,78.3,85.3,0.7,0.5,0.6753,0.7692,-0.0939,0,0,1,1978-06-11,FIFA World Cup
Iran,Peru,0,1,136.0,80.8,11,0.2,0.3,1.6,1.5,-1.3,3.0,30550000.0,1175000.0,0,0.333,0,0.333,0.435,0.4,0.035,45.8,1875.2,1739.2,20,31,71.0,72.3,0.5,0.2,0.5852,0.4874,0.0978,0,1,4,1978-06-11,FIFA World Cup
Netherlands,Scotland,0,1,259.4,260.0,31,0.2,0.2,2.7,2.0,6.5,5.0,625550000.0,24059615.0,6,0.333,0,0.333,0.2,1.0,-0.8,-4.3,2037.2,1777.8,8,39,83.9,77.4,0.7,0.5,0.7861,0.597,0.1891,0,2,3,1978-06-11,FIFA World Cup
Spain,Sweden,0,1,480.5,305.0,23,0.0,0.4,2.9,1.6,6.7,2.0,816725000.0,31412500.0,6,0.333,1,0.0,0.5,0.667,-0.167,8.7,2219.8,1739.3,2,25,85.8,79.1,0.7,0.3,0.8819,0.5816,0.3002,2,1,0,1978-06-11,FIFA World Cup
Argentina,Poland,0,0,522.1,465.1,25,0.0,0.1,0.5,-0.1,5.4,0.0,807500000.0,31057692.0,5,0.6,1,0.0,0.652,0.75,-0.098,48.7,2207.0,1684.9,1,26,84.1,78.7,0.7,0.6,0.8207,0.5929,0.2277,2,2,0,1978-06-14,FIFA World Cup
Austria,Netherlands,0,1,-191.2,-150.0,-16,-0.2,0.0,-0.9,-0.9,-5.6,-8.0,-509600000.0,-19600000.0,9,0.444,0,0.333,0.0,0.2,-0.2,5.5,1846.0,2037.2,24,8,78.3,83.9,0.7,0.7,0.6753,0.7861,-0.1108,0,1,5,1978-06-14,FIFA World Cup
Brazil,Peru,0,1,340.9,290.8,25,0.6,0.3,1.4,1.1,13.0,14.0,928200000.0,35700000.0,23,0.783,1,1.0,0.562,0.4,0.162,35.8,2080.1,1739.2,6,31,85.3,72.3,0.5,0.2,0.7692,0.4874,0.2819,2,3,0,1978-06-14,FIFA World Cup
Germany,Italy,0,1,199.4,137.2,0,0.4,0.0,0.6,0.2,0.4,0.0,947000000.0,36423077.0,16,0.188,2,0.0,0.75,0.467,0.283,33.1,2032.2,1832.8,10,10,84.8,84.4,0.7,0.7,0.813,0.6541,0.1589,1,0,0,1978-06-14,FIFA World Cup
Argentina,Brazil,0,0,126.9,120.0,5,0.0,0.2,0.5,0.2,-1.2,-1.0,-120700000.0,-4642308.0,59,0.441,1,0.0,0.652,0.562,0.09,12.9,2207.0,2080.1,1,6,84.1,85.3,0.7,0.5,0.8207,0.7692,0.0514,1,0,0,1978-06-18,FIFA World Cup
Austria,Italy,0,1,13.2,-2.8,-14,-0.2,0.0,0.7,0.1,-6.1,-7.0,244600000.0,9407692.0,30,0.4,1,0.0,0.0,0.467,-0.467,39.2,1846.0,1832.8,24,10,78.3,84.4,0.7,0.7,0.6753,0.6541,0.0212,0,0,1,1978-06-18,FIFA World Cup
Germany,Netherlands,0,1,-5.0,-10.0,-2,0.4,0.0,-1.0,-0.8,0.9,-1.0,192800000.0,7415385.0,21,0.381,1,1.0,0.75,0.2,0.55,-0.7,2032.2,2037.2,10,8,84.8,83.9,0.7,0.7,0.813,0.7861,0.0269,1,2,2,1978-06-18,FIFA World Cup
Peru,Poland,0,1,54.3,54.3,-5,-0.6,-0.4,-1.4,-1.4,-6.4,-13.0,0.0,0.0,1,0.0,0,0.333,0.4,0.75,-0.35,0.0,1739.2,1684.9,31,26,72.3,78.7,0.2,0.6,0.4874,0.5929,-0.1056,0,0,1,1978-06-18,FIFA World Cup
Argentina,Peru,0,0,467.8,410.8,30,0.6,0.5,1.9,1.3,11.8,13.0,807500000.0,31057692.0,27,0.63,0,0.333,0.652,0.4,0.252,48.7,2207.0,1739.2,1,31,84.1,72.3,0.7,0.2,0.8207,0.4874,0.3333,2,6,0,1978-06-21,FIFA World Cup
Austria,Germany,0,1,-186.2,-140.0,-14,-0.6,0.0,0.1,-0.1,-6.5,-7.0,-702400000.0,-27015385.0,21,0.286,2,0.0,0.0,0.75,-0.75,6.2,1846.0,2032.2,24,10,78.3,84.8,0.7,0.7,0.6753,0.813,-0.1377,2,3,2,1978-06-21,FIFA World Cup
Brazil,Poland,0,1,395.2,345.1,20,0.0,-0.1,0.0,-0.3,6.6,1.0,928200000.0,35700000.0,6,0.833,2,0.5,0.562,0.75,-0.188,35.8,2080.1,1684.9,6,26,85.3,78.7,0.5,0.6,0.7692,0.5929,0.1763,2,3,1,1978-06-21,FIFA World Cup
Italy,Netherlands,0,1,-204.4,-147.2,-2,0.0,0.0,-1.6,-1.0,0.5,-1.0,-754200000.0,-29007692.0,6,0.333,0,0.333,0.467,0.2,0.267,-33.7,1832.8,2037.2,10,8,84.4,83.9,0.7,0.7,0.6541,0.7861,-0.132,0,1,2,1978-06-21,FIFA World Cup
Brazil,Italy,0,1,247.3,197.2,4,0.0,-0.2,-0.4,-0.9,0.9,0.0,928200000.0,35700000.0,7,0.429,2,0.5,0.562,0.467,0.095,35.8,2080.1,1832.8,6,10,85.3,84.4,0.5,0.7,0.7692,0.6541,0.1151,2,2,1,1978-06-24,FIFA World Cup
Argentina,Netherlands,0,0,169.8,170.0,7,0.0,0.0,-1.5,-1.7,0.2,-2.0,53300000.0,2050000.0,2,0.0,1,0.0,0.652,0.2,0.452,15.0,2207.0,2037.2,1,8,84.1,83.9,0.7,0.7,0.8207,0.7861,0.0346,2,3,1,1978-06-25,FIFA World Cup
Argentina,Belgium,0,1,367.2,200.0,8,0.2,0.2,-1.0,-1.3,1.4,-1.0,260000000.0,10000000.0,1,1.0,0,0.333,0.652,1.0,-0.348,6.4,2207.0,1839.8,1,9,84.1,82.7,0.7,0.5,0.8207,0.6745,0.1462,0,0,1,1982-06-13,FIFA World Cup
Brazil,Russia,0,1,312.6,262.5,27,-0.2,-0.1,0.1,0.0,13.6,10.0,928200000.0,35700000.0,6,0.667,1,1.0,0.562,0.286,0.276,35.8,2080.1,1767.5,6,33,85.3,71.7,0.5,0.6,0.7692,0.5905,0.1787,2,2,1,1982-06-14,FIFA World Cup
Italy,Poland,0,1,147.9,147.9,16,0.0,0.1,0.4,0.6,5.7,1.0,0.0,0.0,6,0.167,1,0.0,0.467,0.75,-0.283,0.0,1832.8,1684.9,10,26,84.4,78.7,0.7,0.6,0.6541,0.5929,0.0612,1,0,0,1982-06-14,FIFA World Cup
Hungary,El Salvador,0,1,220.0,220.0,53,0.4,-0.1,-0.4,0.4,11.3,15.0,0.0,0.0,1,1.0,0,0.333,1.0,0.0,1.0,0.0,1685.8,1465.8,27,80,75.8,64.5,0.2,0.3,0.4866,0.4515,0.0351,2,10,1,1982-06-15,FIFA World Cup
Peru,Cameroon,0,1,-3.0,-3.0,18,-0.6,-0.3,-1.1,-0.7,-3.9,-10.0,0.0,0.0,0,0.333,0,0.333,0.4,0.5,-0.1,0.0,1739.2,1742.2,31,49,72.3,76.2,0.2,0.5,0.4874,0.5715,-0.0841,1,0,0,1982-06-15,FIFA World Cup
Scotland,New Zealand,0,1,-7.0,210.0,46,-0.2,-0.2,-3.1,-2.4,7.5,3.0,96550000.0,3713462.0,0,0.333,0,0.333,1.0,0.25,0.75,5.4,1777.8,1784.8,39,85,77.4,69.9,0.5,0.7,0.597,0.6186,-0.0216,2,5,2,1982-06-15,FIFA World Cup
England,France,0,1,-42.7,-50.0,-1,0.0,0.1,0.6,-0.2,-0.9,-1.0,-164800000.0,-6338462.0,20,0.65,1,1.0,0.333,0.455,-0.122,1.4,2130.5,2173.2,4,3,85.2,86.1,0.9,0.8,0.9344,0.9401,-0.0058,2,3,1,1982-06-16,FIFA World Cup
Germany,Algeria,0,1,229.6,210.0,18,0.4,0.0,1.0,1.1,6.7,5.0,697550000.0,26828846.0,1,0.0,0,0.333,0.75,0.467,0.283,2.6,2032.2,1802.6,10,28,84.8,78.1,0.7,0.7,0.813,0.6686,0.1444,0,1,2,1982-06-16,FIFA World Cup
Spain,Honduras,0,0,600.7,500.9,76,0.2,0.1,1.1,1.5,17.9,17.0,1222800000.0,47030769.0,0,0.333,0,0.333,0.5,0.556,-0.056,29.2,2219.8,1619.1,2,78,85.8,67.9,0.7,0.6,0.8819,0.5585,0.3234,1,1,1,1982-06-16,FIFA World Cup
Chile,Austria,0,1,-130.5,-114.5,-16,-0.4,-0.6,-2.8,-2.0,-3.8,-5.0,-244600000.0,-9407692.0,0,0.333,0,0.333,0.5,0.0,0.5,-39.2,1715.5,1846.0,40,24,74.5,78.3,0.1,0.7,0.4635,0.6753,-0.2118,0,0,1,1982-06-17,FIFA World Cup
Czechoslovakia,Kuwait,0,1,334.9,334.9,118,0.6,0.4,2.5,1.4,0.0,0.0,0.0,0.0,0,0.333,0,0.333,1.0,0.4,0.6,0.0,1747.7,1412.8,19,137,75.0,75.0,0.4,0.0,0.5447,0.3914,0.1533,1,1,1,1982-06-17,FIFA World Cup
Yugoslavia,Northern Ireland,0,1,347.7,347.7,57,0.4,0.3,1.5,1.0,4.1,2.0,0.0,0.0,2,0.5,0,0.333,0.0,1.0,-1.0,0.0,1914.9,1567.2,16,73,75.0,70.9,0.8,0.5,0.6713,0.5319,0.1394,1,0,0,1982-06-17,FIFA World Cup
Argentina,Hungary,0,1,521.2,464.2,26,0.2,0.5,2.0,0.4,8.3,3.0,807500000.0,31057692.0,4,0.5,2,0.5,0.652,1.0,-0.348,48.7,2207.0,1685.8,1,27,84.1,75.8,0.7,0.2,0.8207,0.4866,0.334,2,4,1,1982-06-18,FIFA World Cup
Brazil,Scotland,0,1,302.3,310.0,33,0.2,0.0,0.7,0.1,7.9,4.0,799550000.0,30751923.0,5,0.6,1,0.0,0.562,1.0,-0.438,-2.2,2080.1,1777.8,6,39,85.3,77.4,0.5,0.5,0.7692,0.597,0.1723,2,4,1,1982-06-18,FIFA World Cup
Italy,Peru,0,1,93.6,93.6,21,0.6,0.5,1.8,2.0,12.1,14.0,0.0,0.0,0,0.333,0,0.333,0.467,0.4,0.067,0.0,1832.8,1739.2,10,31,84.4,72.3,0.7,0.2,0.6541,0.4874,0.1668,1,1,1,1982-06-18,FIFA World Cup
Belgium,El Salvador,0,1,374.0,484.2,71,0.4,0.2,2.6,2.1,18.2,19.0,547500000.0,21057692.0,1,1.0,1,1.0,1.0,0.0,1.0,42.3,1839.8,1465.8,9,80,82.7,64.5,0.5,0.3,0.6745,0.4515,0.2229,2,1,0,1982-06-19,FIFA World Cup
Poland,Cameroon,0,1,-57.3,-57.3,23,0.0,0.1,0.3,0.7,2.5,3.0,0.0,0.0,0,0.333,0,0.333,0.75,0.5,0.25,0.0,1684.9,1742.2,26,49,78.7,76.2,0.6,0.5,0.5929,0.5715,0.0214,1,0,0,1982-06-19,FIFA World Cup
Russia,New Zealand,0,1,-17.3,257.5,52,0.2,-0.1,-2.5,-2.3,1.8,-3.0,-32100000.0,-1234615.0,0,0.333,0,0.333,0.286,0.25,0.036,-32.6,1767.5,1784.8,33,85,71.7,69.9,0.6,0.7,0.5905,0.6186,-0.028,2,3,0,1982-06-19,FIFA World Cup
England,Czechoslovakia,0,1,382.8,302.3,15,0.2,0.5,1.2,0.5,10.2,10.0,1358200000.0,52238462.0,10,0.6,1,1.0,0.333,1.0,-0.667,32.8,2130.5,1747.7,4,19,85.2,75.0,0.9,0.4,0.9344,0.5447,0.3897,2,2,0,1982-06-20,FIFA World Cup
Germany,Chile,0,1,316.7,254.5,30,1.0,0.6,2.7,2.1,10.3,12.0,947000000.0,36423077.0,5,0.6,2,1.0,0.75,0.5,0.25,33.1,2032.2,1715.5,10,40,84.8,74.5,0.7,0.1,0.813,0.4635,0.3495,2,4,1,1982-06-20,FIFA World Cup
Spain,Yugoslavia,0,0,304.9,205.1,14,-0.2,-0.1,0.3,0.6,10.8,10.0,1222800000.0,47030769.0,11,0.455,0,0.333,0.5,0.0,0.5,29.2,2219.8,1914.9,2,16,85.8,75.0,0.7,0.8,0.8819,0.6713,0.2105,2,2,1,1982-06-20,FIFA World Cup
Algeria,Austria,0,1,-43.4,-70.0,-4,0.2,0.0,-1.1,-1.0,-0.2,2.0,4850000.0,186538.0,0,0.333,0,0.333,0.467,0.0,0.467,-8.7,1802.6,1846.0,28,24,78.1,78.3,0.7,0.7,0.6686,0.6753,-0.0067,0,0,2,1982-06-21,FIFA World Cup
France,Kuwait,0,1,760.4,687.2,134,0.8,0.8,3.1,2.1,11.1,11.0,1523000000.0,58576923.0,0,0.333,0,0.333,0.455,0.4,0.055,31.4,2173.2,1412.8,3,137,86.1,75.0,0.8,0.0,0.9401,0.3914,0.5487,2,4,1,1982-06-21,FIFA World Cup
Honduras,Northern Ireland,0,1,51.9,51.9,-5,0.0,0.1,0.7,0.1,-3.0,-5.0,0.0,0.0,0,0.333,0,0.333,0.556,1.0,-0.444,0.0,1619.1,1567.2,78,73,67.9,70.9,0.6,0.5,0.5585,0.5319,0.0266,1,1,1,1982-06-21,FIFA World Cup
